Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	n_markers	dS_sum	dN_sum	dS_ratesmean	dN_ratesmean	dNdS_ratesmean	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp	n_markers_phylter_noshortbr	dN_CM_phylter_noshortbr	dS_CM_phylter_noshortbr	dNdS_CM_phylter_noshortbr	n_markers_phylter_noshortbr_gcpoor	dN_CM_phylter_noshortbr_gcpoor	dS_CM_phylter_noshortbr_gcpoor	dNdS_CM_phylter_noshortbr_gcpoor	n_markers_phylter_noshortbr_gcrich	dN_CM_phylter_noshortbr_gcrich	dS_CM_phylter_noshortbr_gcrich	dNdS_CM_phylter_noshortbr_gcrich	brlen_coevol_gcpoor	dS_coevol_gcpoor	dNdS_coevol_gcpoor	brlen_coevol_gcrich	dS_coevol_gcrich	dNdS_coevol_gcrich
Aves	Taeniopygia_guttata	59729	Chordata	Aves	Passeriformes	Estrildidae	GCA_003957565.4	1.2	1222500000	811	43.7827744313192	6.13076166961428	0.053986158361676	0.007559508840462	0.140026797050777	NA	NA	NA	NA	NA	NA	12	AnAge	12.05	CRC_AvianBodyMasses	0.017704011065007	AnimalTraits	60	AnAge	NA	NA	NA	NA	2.484906649788	2.48906465993666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	615	0.100294287367973	0.100294287367973	0.167197705996135	49	0.0738976230770814	0.0738976230770814	0.2053467381305	48	0.14431012114186	0.14431012114186	0.105269179239063	0.133122	0.193446	0.214707	0.101128	0.383262	0.133507
Aves	Vidua_chalybeata	81927	Chordata	Aves	Passeriformes	Estrildidae	GCA_013398495.1	1.4	1134480000	791	28.9446223399286	4.7219128698524	0.036592442907622	0.005969548508031	0.163136102257538	NA	NA	NA	NA	NA	NA	NA	NA	12.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52572864430826	92321096	8.19	70364	NA	3836	NA	19174292	1.7	2380	NA	18208072	1.61	186416	0.01	2524	NA	52625768	4.67	2047444	0.18	0.007934135414704	0.242221476015365	0.739051916887116	NA	5.45356636827492	0.000102375940835	0.00020475188167	5.11879704174481e-05	0.006193744420511	4.45780677974431	90011	2747954	8384396	NA	61869620	1161	2323	581	70267	50572926	618	0.0959675554570474	0.0959675554570474	0.170548309168701	49	0.080468775521556	0.080468775521556	0.186496080409914	49	0.119674569783815	0.119674569783815	0.123692529399525	0.197646	0.139145	0.194302	0.169861	0.192187	0.157762
Aves	Irena_cyanogastra	175120	Chordata	Aves	Passeriformes	Irenidae	GCA_013397155.1	0.8	1260391003.20788	737	43.443117400602	5.76190189520081	0.058945885211129	0.007818048704479	0.13263094915746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	314932444	25.17	133140	0.01	6424	NA	32009688	2.55	15340	NA	26350224	2.1	167368	0.01	2052	NA	227126408	18.15	29121800	2.32	0.008449851000961	0.451958697128307	1.44219456930243	NA	16.1971077243338	0.000953316523185	0.000433325692357	NA	0.005459903723698	14.2874413981167	106501	5696447	18177291	NA	204146889	12016	5462	NA	68816	180077626	591	0.161005313084205	0.161005313084205	0.148739269948011	49	0.128188623186791	0.128188623186791	0.206005951344424	49	0.213185277104107	0.213185277104107	0.0890293864410062	0.304788	0.147845	0.199047	0.238349	0.243998	0.118048
Aves	Leptocoma_aspasia	2585812	Chordata	Aves	Passeriformes	Nectariniidae	GCA_013399835.1	1.7	1259427465.52748	760	43.0889156640636	6.31412686666536	0.056695941663242	0.008308061666665	0.146537149272739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	194176460	15.52	69672	NA	14788	NA	22107952	1.76	8364	NA	26425156	2.11	252912	0.02	5828	NA	141327516	11.29	3964272	0.31	0.005371331668221	0.408221206784759	0.787475589215901	NA	10.3276800067525	0.000527541503129	0.000431624866196	0.000239791592331	0.008009039183865	9.11735592361966	67648	5141250	9917684	NA	130069639	6644	5436	3020	100868	114826485	604	0.152532337770957	0.152532337770957	0.15955189254215	50	0.124694778872315	0.124694778872315	0.186096135940181	47	0.198194421975258	0.198194421975258	0.099550922477361	0.325841	0.133727	0.190234	0.268844	0.202708	0.134157
Aves	Promerops_cafer	254652	Chordata	Aves	Passeriformes	Nectariniidae	GCA_013398275.1	0.7	1269099912.22633	747	37.0388396215417	5.21183698638171	0.049583453308623	0.006977024078155	0.140712750173483	NA	NA	NA	NA	NA	NA	NA	NA	34.85	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.55105313720653	99154796	7.89	39084	NA	NA	NA	28073540	2.23	4800	NA	20955584	1.66	53180	NA	NA	NA	48126704	3.83	1901904	0.15	0.004707099293645	0.343356742919738	1.25758002795203	NA	4.66264335587123	0.000116224673917	NA	NA	0.000697348043503	3.0561859129884	59738	4357540	15959947	NA	59173603	1475	NA	NA	8850	38786053	604	0.141718688720018	0.141718688720018	0.159604686947336	48	0.113776816548267	0.113776816548267	0.174694691225809	48	0.17012298062411	0.17012298062411	0.105137101786969	0.344454	0.114525	0.182301	0.315036	0.151492	0.140424
Aves	Anthoscopus_minutus	156561	Chordata	Aves	Passeriformes	Paridae	GCA_013399455.1	0.1	1190556372.01698	742	61.60896279	8.13694662550408	0.083030947156334	0.010966235344345	0.132074072618941	NA	NA	NA	NA	NA	NA	NA	NA	6.6	CRC_AvianBodyMasses	0.033787878787879	AnimalTraits	NA	NA	NA	NA	NA	NA	NA	1.88706964903238	368887420	31.21	76116	NA	7064	NA	54268312	4.59	27868	NA	31317880	2.65	189600	0.01	1828	NA	274100616	23.19	8898136	0.75	0.004935843015064	1.22269805743167	2.95612125302208	NA	23.7642443942285	0.001794852005478	8.97426002738944e-05	4.48713001369472e-05	0.009602458229307	19.568463732323	58764	14556910	35194290	NA	282926726	21369	1068	534	114323	232973592	577	0.218089178931145	0.218089178931145	0.152038539896919	41	0.166807645441727	0.166807645441727	0.222815162498114	50	0.354130489987502	0.354130489987502	0.0800315909744172	0.349985	0.168544	0.212116	0.309407	0.318834	0.101443
Aves	Bombycilla_garrulus	125297	Chordata	Aves	Passeriformes	Bombycillidae	GCA_013400315.1	0.3	1255027726.02901	745	44.679859136	6.71078039325188	0.059972965283222	0.009007758917117	0.150196990837081	NA	NA	NA	NA	NA	NA	13.5	AnAge	56.4	CRC_AvianBodyMasses	0.016960992907801	AnAge	365	AnAge	NA	NA	NA	NA	2.60268968544438	4.03246915850401	349778972	28.07	62368	NA	162516	0.01	48011952	3.85	188604	0.01	22631928	1.81	174336	0.01	716	NA	266018356	21.35	12528196	1	0.004420242306525	0.428248524046762	2.28535110242131	NA	20.7527372243196	0.006866395815962	0.006995140737511	NA	0.00545020167892	18.0152339574172	55475	5374638	28681790	NA	260452606	86175	87791	NA	68402	226096181	598	0.153432648529865	0.153432648529865	0.16267275569154	50	0.120833801529557	0.120833801529557	0.200963120619329	48	0.234713449778305	0.234713449778305	0.10232456160046	0.227188	0.183353	0.202905	0.205292	0.302483	0.137398
Aves	Phainopepla_nitens	161653	Chordata	Aves	Passeriformes	Bombycillidae	GCA_013400175.1	0.3	1789740000	728	32.8575150755171	5.08363159599424	0.045133949279557	0.006983010434058	0.15471746978767	NA	NA	NA	NA	NA	NA	NA	NA	22.1	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09557760852371	543934820	30.61	163548	NA	22072	NA	61459544	3.45	9252	NA	28188136	1.58	242044	0.01	3128	NA	382603624	21.53	71243472	4.01	0.009067785820731	0.38115231712459	2.46860546308144	NA	22.20859510077	0.000335843919286	0.000854875430911	0.000183187592338	0.006075721812544	19.3405796238609	162290	6821635	44181619	NA	397476110	6011	15300	3279	108740	346146090	586	0.125067322212835	0.125067322212835	0.167075576610839	50	0.103841011074724	0.103841011074724	0.176351552102368	48	0.170304451746831	0.170304451746831	0.120243494966787	0.227188	0.154179	0.190581	0.205292	0.215716	0.156611
Aves	Catharus_fuscescens	159581	Chordata	Aves	Passeriformes	Turdidae	GCA_013398975.1	0.6	1310520000	745	33.5232120036636	4.75508879288149	0.044997600004918	0.006382669520646	0.141844665492132	NA	NA	NA	NA	NA	NA	10.1	AnAge	31.9	CRC_AvianBodyMasses	NA	NA	365	AnAge	NA	NA	NA	NA	2.31253542384721	3.4626060097908	300252720	23.06	789320	0.06	53672	NA	48751612	3.74	1976	NA	25426068	1.95	214268	0.01	860	NA	207696352	15.95	17318592	1.33	0.033921193141098	0.522690558985314	2.01665180310038	NA	14.2494820796088	9.21771552747225e-05	0.002903580391154	NA	0.007927235353626	11.663636342687	444544	6849964	26428625	NA	186742313	1208	38052	NA	103888	152854287	589	0.122312576905726	0.122312576905726	0.147774371542419	50	0.103204851229403	0.103204851229403	0.186742466356068	48	0.150753514829026	0.150753514829026	0.0737597641565436	0.208595	0.166373	0.197763	0.164186	0.24304	0.0936984
Aves	Sialia_sialis	172413	Chordata	Aves	Passeriformes	Turdidae	GCA_009812075.1	0.5	1251840000	710	39.8299649006806	5.49761514134865	0.056098542113635	0.007743119917392	0.138027114888437	NA	NA	NA	NA	NA	NA	10.5	AnAge	27.5	CRC_AvianBodyMasses	NA	NA	313.5	AnAge	NA	NA	NA	NA	2.35137525716348	3.31418600467253	310386472	24.96	1026404	0.08	17808	NA	37920580	3.05	34392	NA	18937948	1.52	135760	0.01	4900	NA	236031672	18.98	16277008	1.3	0.037909558624425	0.487316035650723	1.79424691203733	NA	16.5148201378908	0.002175518016298	0.000277725704208	0.000416588556312	0.005647089318901	14.1868307099826	474567	6100417	22461101	NA	206739124	27234	3477	5215	70693	177596422	568	0.148011897033665	0.148011897033665	0.146406190326186	48	0.112398559966104	0.112398559966104	0.202736073174679	46	0.194823583968373	0.194823583968373	0.0762209165495972	0.208595	0.184378	0.205108	0.164186	0.33527	0.0981414
Aves	Cercotrichas_coryphoeus	614051	Chordata	Aves	Passeriformes	Muscicapidae	GCA_013398595.1	0.6	1252284504.18717	738	17.3331127062263	2.8069076983889	0.023486602582962	0.003803397965297	0.161939043838365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	284467244	22.87	53536	NA	1696	NA	42120608	3.38	33628	NA	24145904	1.94	110340	NA	2152	NA	172539712	13.87	45459668	3.65	0.003913493589379	0.672893368676124	1.94427822209076	NA	13.5501530130488	0.001501689400576	4.55057394113833e-05	9.10114788227665e-05	0.002593827146449	10.9248358949272	49008	8426539	24347895	NA	169686466	18805	570	1140	32482	136810027	584	0.0676154518464116	0.0676154518464116	0.174462029401209	47	0.0580630096776761	0.0580630096776761	0.197436471393809	46	0.0872558173508798	0.0872558173508798	0.102883314410182	0.121257	0.161121	0.204975	0.127972	0.199114	0.124175
Aves	Copsychus_sechellarum	797021	Chordata	Aves	Passeriformes	Muscicapidae	GCA_013398635.1	0.6	1279207628.81819	788	24.3226572627811	3.99275417258974	0.030866316323326	0.00506694691953	0.164157810943606	NA	NA	NA	NA	NA	NA	NA	NA	71	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26267987704132	401878264	31.63	64936	NA	15320	NA	54488916	4.28	27696	NA	18050936	1.42	78152	NA	28480	NA	312028244	24.55	17095584	1.34	0.003500231429775	0.365129404937629	2.54029296015954	NA	21.4410821241799	0.001151391917689	0.000829002180736	0.00151983733135	0.002671229249039	18.5259420112975	44775	4670763	32495621	NA	274275958	14729	10605	19442	34171	236985264	600	0.0741532223614996	0.0741532223614996	0.165159432422287	49	0.0557296087955054	0.0557296087955054	0.207699824638365	49	0.0997671910361683	0.0997671910361683	0.087952423608803	0.121257	0.156796	0.21189	0.127972	0.204038	0.111523
Aves	Erithacus_rubecula	37610	Chordata	Aves	Passeriformes	Turdidae	GCA_903797595.2	0.8	1321138176.25108	782	40.8238068466786	5.38629824066704	0.052204356581431	0.006887849412618	0.13194012652706	NA	NA	NA	NA	NA	NA	19.3	AnAge	17.7	CRC_AvianBodyMasses	0.015875706214689	AnAge	365	AnAge	NA	NA	NA	NA	2.96010509591084	2.87356463957978	431630764	32.88	52464	NA	NA	NA	48324204	3.68	149480	0.01	13791288	1.05	53004	NA	736	NA	158693384	12.09	210566204	16.04	0.004418010017838	0.496703980442942	2.89660383888254	NA	14.7299675460347	0.009342250350219	NA	NA	0.001472670005946	11.3214267963353	58368	6562146	38268139	NA	194603225	123424	NA	NA	19456	149571692	615	0.130476021506824	0.130476021506824	0.154068580228738	50	0.102964206299965	0.102964206299965	0.183368867702092	49	0.158186389602885	0.158186389602885	0.107779241689477	0.150799	0.233976	0.192885	0.119276	0.362222	0.131641
Aves	Saxicola_maurus_maurus	1187130	Chordata	Aves	Passeriformes	Muscicapidae	GCA_900205225.1	0.4	1240807981.60719	760	27.443254711701	4.20252055739951	0.036109545673291	0.005529632312368	0.153134917907812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	207333936	16.88	67944	NA	3872	NA	32866084	2.67	696	NA	16065328	1.3	112276	NA	4536	NA	102584876	8.35	55628324	4.53	0.004501906360952	0.412392751145191	1.89113302710299	NA	9.56168654102219	6.04282733013688e-05	0.000241713093205	0.000241713093205	0.002447345068705	7.25066765688464	55860	5117002	23465330	NA	118642170	750	2999	2999	30367	89966863	597	0.0931368315438871	0.0931368315438871	0.158457117828628	48	0.0820709390503212	0.0820709390503212	0.19003791629923	48	0.131084867295523	0.131084867295523	0.0917447945039888	0.150799	0.184	0.195944	0.119276	0.29236	0.122796
Aves	Lamprotornis_superbus	245042	Chordata	Aves	Passeriformes	Sturnidae	GCA_015883425.1	1.3	1298004753.64014	794	20.8051316077035	2.65931803633561	0.026202936533632	0.003349267048282	0.127820293881292	NA	NA	NA	NA	NA	NA	NA	NA	64.9	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.17284762371004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	612	0.064573857043609	0.064573857043609	0.157409872119849	49	0.0502467576585021	0.0502467576585021	0.204616404072011	49	0.0953776149318001	0.0953776149318001	0.0781566620042444	0.145998	0.115445	0.207169	0.136325	0.193897	0.106447
Aves	Leucopsar_rothschildi	127929	Chordata	Aves	Passeriformes	Sturnidae	GCA_014363365.1	0.4	1215772064.16615	769	12.3157246406104	2.05390409440883	0.016015246606776	0.002670876585707	0.166770868490856	NA	NA	NA	NA	NA	NA	25	AnAge	91.3	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	3.2188758248682	4.51415078760092	213862240	17.71	7376820	0.61	11440	NA	30110580	2.49	880	NA	22596724	1.87	189684	0.01	NA	NA	148639960	12.31	4936152	0.4	0.406883846833468	0.472724025790928	1.38254976784405	NA	12.3842979867286	4.69951313043969e-05	0.000610936706957	NA	0.004934488786962	10.1165479256349	4946780	5747247	16808654	NA	150564835	571	7428	NA	59992	122994164	559	0.045061830093126	0.045061830093126	0.181218009410931	44	0.0363647377561931	0.0363647377561931	0.200643353798988	48	0.0558729620394783	0.0558729620394783	0.10279195879953	0.0723028	0.169096	0.225163	0.0728783	0.209648	0.121226
Aves	Sturnus_vulgaris	9172	Chordata	Aves	Passeriformes	Sturnidae	GCA_001447265.1	0.9	1290960000	806	15.3962366515243	2.61763472319179	0.019102030585018	0.003247685760784	0.170017828540758	NA	NA	NA	NA	NA	NA	22.9	AnAge	86	CRC_AvianBodyMasses	0.010197674418605	AnAge	365	AnAge	NA	NA	NA	NA	3.13113691056019	4.45434729625351	171943152	13.46	285096	0.02	NA	NA	28606488	2.24	16340	NA	18316936	1.43	186268	0.01	NA	NA	115436780	9.03	9095244	0.71	0.011623732044563	0.464231767458774	1.37791450730731	NA	9.25028076335488	0.001033220626183	NA	NA	0.003300565889197	7.39128725226742	150058	5993046	17788325	NA	119417425	13338	NA	NA	42609	95418562	584	0.0450609131345368	0.0450609131345368	0.165402042573599	46	0.0423646886059854	0.0423646886059854	0.23670353260827	50	0.0561717950965875	0.0561717950965875	0.112992855327346	0.0723028	0.184909	0.231009	0.0728783	0.228826	0.130307
Aves	Toxostoma_redivivum	99882	Chordata	Aves	Passeriformes	Mimidae	GCA_013397375.1	0.5	1255459642.10593	768	32.6770460950459	4.35605847530572	0.042548237102924	0.005671951139721	0.133306372388602	NA	NA	NA	NA	NA	NA	6.9	AnAge	84.4	CRC_AvianBodyMasses	NA	NA	228	AnAge	NA	NA	NA	NA	1.93152141160321	4.43556740160191	171609728	13.77	107564	NA	30296	NA	33229908	2.66	2224	NA	24049260	1.93	239556	0.01	NA	NA	108600740	8.71	5350180	0.42	0.008948023488136	0.340749256355334	1.34450444354585	NA	8.886708222424	0.000213048178289	0.00115046016276	NA	0.006434054984326	7.18313237918997	112339	4277969	16879711	NA	111569035	2675	14444	NA	80777	90181328	610	0.111609567441804	0.111609567441804	0.15057727263759	49	0.0886274233094397	0.0886274233094397	0.224868930563107	50	0.184966841261676	0.184966841261676	0.0957167337684808	0.226958	0.136445	0.208976	0.20213	0.251705	0.118729
Aves	Drymodes_brunneopygia	626378	Chordata	Aves	Passeriformes	Petroicidae	GCA_013400955.1	0.5	1287525099.93535	724	34.5619401341836	4.97962339104194	0.047737486373182	0.006877932860555	0.144078236687785	NA	NA	NA	NA	NA	NA	NA	NA	33.15	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50104271663187	250935364	19.61	119032	NA	17432	NA	31634148	2.47	720	NA	48133852	3.76	203092	0.01	600	NA	144774928	11.31	26051560	2.03	0.007881167013188	1.85479512718702	1.30423931726576	NA	12.0728219832019	NA	0.000469117084118	4.69117084118323e-05	0.004315877173889	8.90102755406105	101472	23880953	16792409	NA	155440613	NA	6040	604	55568	114602964	572	0.122694048330191	0.122694048330191	0.152519578785628	47	0.0949879453206055	0.0949879453206055	0.189777415592439	47	0.196469516692912	0.196469516692912	0.104579309142438	0.216564	0.146475	0.19614	0.205183	0.256698	0.126735
Aves	Eopsaltria_australis	44318	Chordata	Aves	Passeriformes	Petroicidae	GCA_003426825.1	3.6	1492528326.05278	768	41.3373791892621	5.59501264886542	0.053824712486018	0.007285172719877	0.135349960703817	NA	NA	NA	NA	NA	NA	NA	NA	20.25	CRC_AvianBodyMasses	0.017283950617284	AnimalTraits	NA	NA	NA	NA	NA	NA	NA	3.00815479355255	387669000	26.14	115916	NA	5692	NA	59575824	4.01	10396	NA	26187004	1.76	244376	0.01	42072	NA	294378392	19.85	7109328	0.47	0.005687514929727	0.303388296394278	2.69279456858574	NA	17.5204303661297	0.000568751492973	0.000325000853127	0.002600006825018	0.005159388543395	14.5099068385055	84888	4528156	40190722	NA	261497386	8489	4851	38806	77005	216564470	592	0.122911182720099	0.122911182720099	0.140852828284384	45	0.0936086141420338	0.0936086141420338	0.204614074181696	50	0.17921529970412	0.17921529970412	0.0922821707597737	0.216564	0.139133	0.200843	0.205183	0.235317	0.117615
Aves	Melanocharis_versteri	254552	Chordata	Aves	Passeriformes	Melanocharitidae	GCA_013397845.1	0.4	1253120151.45656	754	40.5684449554712	5.7143941926321	0.053804303654471	0.007578772138769	0.140858102865524	NA	NA	NA	NA	NA	NA	NA	NA	15	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.70805020110221	182104128	14.64	109644	NA	10392	NA	15058868	1.21	3660	NA	22262600	1.79	253968	0.02	NA	NA	139434064	11.21	4970932	0.39	0.007371523970437	0.245689543241946	0.683876382893709	NA	10.5306408283583	0.000209418294615	0.000586371224921	NA	0.005109806388598	9.58779778234403	92374	3078785	8569793	NA	131961582	2624	7348	NA	64032	120146626	602	0.14952070134246	0.14952070134246	0.146295577149901	50	0.125471920333326	0.125471920333326	0.184346682094874	49	0.194401547374969	0.194401547374969	0.0839604740859474	0.396862	0.109404	0.186449	0.358516	0.149445	0.106955
Aves	Callaeas_wilsoni	1347786	Chordata	Aves	Passeriformes	Callaeidae	GCA_013398955.1	0.4	1273687410.96005	775	39.3691697102675	5.18758062513329	0.05079892865841	0.006693652419527	0.13176759030761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	213185336	16.85	48424	NA	27312	NA	21203760	1.67	2376	NA	30733504	2.42	381700	0.03	1312	NA	155985680	12.33	4801268	0.37	0.004413150106546	0.394706741672206	0.830257637901934	NA	12.1745752117862	0.000135096431833	0.001846317901718	9.00642878886949e-05	0.009997135955645	10.9331290675284	56210	5027330	10574887	NA	155066032	1721	23516	1147	127332	139253889	610	0.140570979388009	0.140570979388009	0.147858570139247	48	0.112244232149932	0.112244232149932	0.203381023529688	48	0.196176725268283	0.196176725268283	0.111183353614342	0.373396	0.104899	0.200732	0.35009	0.15315	0.141579
Aves	Notiomystis_cincta	366454	Chordata	Aves	Passeriformes	Meliphagidae	GCA_013398075.1	0.1	1246687727.09571	719	65.5877843719415	7.8520709624119	0.091220840572937	0.010920821922687	0.119718496936619	NA	NA	NA	NA	NA	NA	NA	NA	93.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.53796143629464	196778248	15.91	71832	NA	638596	0.05	17018736	1.37	856	NA	21001448	1.69	177472	0.01	NA	NA	154403180	12.48	3466128	0.28	0.005723218863729	0.251508028970463	0.74111764272375	NA	12.9085241464956	7.84002584072517e-05	0.017640058141632	NA	0.004390414470806	11.8880663830668	71351	3135520	9239423	NA	160928986	977	219916	NA	54735	148207065	582	0.241966051472848	0.241966051472848	0.133981879628002	47	0.192613356952562	0.192613356952562	0.160492236340086	46	0.346282281428317	0.346282281428317	0.093219411685693	0.373396	0.172814	0.172126	0.35009	0.2681	0.120132
Aves	Cnemophilus_loriae	254448	Chordata	Aves	Passeriformes	Corvidae	GCA_013397755.1	0.6	1268796226.66231	763	41.7976986814008	5.65392552951705	0.054780732216777	0.007410125202513	0.135268823592744	NA	NA	NA	NA	NA	NA	NA	NA	84.6	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.43793426661218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	612	0.154000369030217	0.154000369030217	0.146784334182296	50	0.12850921354197	0.12850921354197	0.180476014033546	49	0.193202500151647	0.193202500151647	0.0905359803042866	0.421043	0.105422	0.185086	0.385208	0.139537	0.122081
Aves	Aleadryas_rufinucha	461220	Chordata	Aves	Passeriformes	NA	GCA_013397815.1	0.4	1276802924.54063	721	32.2805561258209	4.49803084732115	0.044771922504606	0.006238600343025	0.139341801603078	NA	NA	NA	NA	NA	NA	NA	NA	40.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.70130197411249	135607216	10.7	109884	NA	19140	NA	21037768	1.66	8036	NA	28865068	2.27	306624	0.02	1796	NA	82225396	6.48	3033504	0.23	0.008365459019708	0.391618302148078	0.943369533080264	NA	7.19794439348167	0.000205035760287	0.000492085824689	0.000123021456172	0.007422294522388	5.84626664736597	106810	5000194	12044970	NA	91903565	2618	6283	1571	94768	74645304	582	0.12928056468745	0.12928056468745	0.150113935690481	48	0.108715289328639	0.108715289328639	0.19845783549226	44	0.176052749127877	0.176052749127877	0.0827446967272692	0.343298	0.108528	0.204951	0.271485	0.179054	0.108175
Aves	Oreocharis_arfaki	979223	Chordata	Aves	Passeriformes	Paramythiidae	GCA_013398015.1	0.4	1264038798.02014	760	37.9894293748715	5.42359911534717	0.049986091282726	0.007136314625457	0.14276600634951	NA	NA	NA	NA	NA	NA	NA	NA	19.7	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98061863574394	128338976	10.22	107028	NA	4796	NA	15902268	1.26	4560	NA	27063532	2.15	294796	0.02	928	NA	82953044	6.61	2008024	0.16	0.007683666003704	0.369533673244082	0.607558447578611	NA	7.1338617049886	0.000379961505678	0.000337743560602	8.44358901505956e-05	0.008274717234758	6.14000905997101	97125	4671049	7679774	NA	90174780	4803	4269	1067	104596	77612097	606	0.13950920787727	0.13950920787727	0.148729791770667	50	0.117980888382299	0.117980888382299	0.187710241889713	50	0.167964636743905	0.167964636743905	0.081171288819461	0.343298	0.117279	0.194392	0.271485	0.167727	0.112291
Aves	Myiagra_hebetior	381031	Chordata	Aves	Passeriformes	Monarchidae	GCA_013397015.1	0.6	1276549653.93676	753	39.2532118023415	5.01520671674165	0.052129099339099	0.00666030108465	0.127765512335541	NA	NA	NA	NA	NA	NA	NA	NA	20.2	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00568260440716	143509040	11.32	97964	NA	11164	NA	23835092	1.88	4492	NA	27274372	2.15	269076	0.02	1036	NA	88885952	7.01	3129892	0.24	0.0083297126291	0.389319885242512	0.899943826762069	NA	7.62214749200306	0.00033486281926	0.000376720671668	0.000125573557223	0.008706433300768	6.31141070171341	106333	4969862	11488230	NA	97300497	4275	4809	1603	111142	80568291	606	0.142248363333132	0.142248363333132	0.139216377715828	50	0.110850626887501	0.110850626887501	0.18169909519572	48	0.202750999179322	0.202750999179322	0.103833329176487	0.283315	0.131072	0.18642	0.226465	0.245583	0.129319
